BRANCH_START_DATE,BRANCH_END_DATE,EMPLOYEE_ID,BRANCH_ID
2006-08-11,,E000071,B001
2019-11-06,,E000072,B001
2022-05-17,,E000073,B001
2011-08-17,,E000074,B001
2007-09-19,,E000075,B001
2023-11-19,,E000076,B001
2011-08-27,2016-10-05,E000077,B001
2001-01-04,2022-06-17,E000078,B001
1997-10-28,,E000079,B001
2001-12-12,2023-06-25,E000080,B001
2020-05-14,,E000081,B001
2000-10-04,,E000082,B001
2010-11-13,,E000083,B001
2010-03-17,,E000084,B001
2023-05-22,,E000085,B001
2004-05-12,,E000086,B001
2010-03-25,,E000087,B001
1998-06-23,,E000088,B001
2024-09-01,,E000089,B001
2018-08-09,,E000090,B001
2003-06-23,,E000091,B001
2014-10-10,,E000092,B001
2022-05-27,,E000093,B001
2013-10-27,,E000094,B001
2016-03-26,,E000095,B001
2014-05-14,2019-12-17,E000096,B001
2004-01-19,,E000097,B001
2005-08-26,,E000098,B001
2000-11-24,2018-08-11,E000099,B001
2006-11-14,2012-10-18,E000100,B001
2014-05-30,,E000101,B001
2004-05-30,,E000102,B001
1999-12-17,,E000103,B001
2000-07-18,,E000104,B001
2018-05-02,,E000105,B001
2003-03-01,,E000106,B001
2001-10-05,,E000107,B001
2018-07-31,,E000108,B001
2024-04-10,,E000109,B001
1999-08-16,,E000110,B001
1998-06-13,2007-08-02,E000111,B001
1997-04-25,,E000112,B001
2021-02-18,,E000113,B001
1999-10-06,,E000114,B001
2011-07-31,,E000115,B001
2022-03-16,,E000116,B001
2005-10-23,,E000117,B001
2005-04-21,,E000118,B001
2011-03-21,,E000119,B001
2022-11-06,,E000120,B001
2016-04-29,,E000121,B001
2003-07-24,,E000122,B001
2020-06-06,,E000123,B001
1999-11-06,,E000124,B001
2019-03-09,,E000125,B001
2001-07-12,,E000126,B001
2007-10-03,2023-08-18,E000127,B001
2002-04-02,,E000128,B001
2007-09-13,,E000129,B001
1999-12-16,,E000130,B001
2021-05-20,,E000131,B001
2016-04-09,,E000132,B001
2023-08-18,,E000133,B001
2001-07-10,,E000134,B001
2023-10-17,,E000135,B001
2005-12-13,,E000136,B001
2013-08-11,,E000137,B001
2004-09-09,,E000138,B001
2020-06-23,,E000139,B001
2015-01-28,,E000140,B001
2014-11-27,2020-11-07,E000141,B001
2006-04-15,,E000142,B001
2010-12-17,2022-04-26,E000143,B001
2021-01-19,2023-09-15,E000144,B001
2021-08-15,,E000145,B001
2006-11-16,,E000146,B001
1998-09-18,,E000147,B001
2007-10-14,,E000148,B001
2022-08-29,,E000149,B001
2016-10-20,,E000150,B001
2002-06-13,,E000151,B001
2008-09-27,2023-07-07,E000152,B001
2009-05-28,,E000153,B001
2002-10-04,,E000154,B001
2010-01-10,,E000155,B001
2004-09-30,,E000156,B001
2022-02-03,,E000157,B001
2011-06-04,,E000158,B001
2012-11-22,,E000159,B001
2020-08-05,,E000160,B001
2009-10-20,,E000161,B001
2024-08-09,,E000162,B001
2017-03-13,,E000163,B001
2005-08-30,,E000164,B001
2017-03-20,,E000165,B001
2009-11-02,,E000166,B001
2020-08-19,,E000167,B001
2004-07-23,,E000168,B001
2020-03-12,,E000169,B001
2006-11-18,,E000170,B001
2023-08-02,,E000171,B001
2022-12-11,,E000172,B001
2021-07-22,,E000173,B001
2002-04-02,,E000174,B001
2016-04-16,,E000175,B001
1999-07-21,,E000176,B001
2007-06-05,,E000177,B001
2020-01-23,,E000178,B001
1998-02-27,,E000179,B001
2009-01-02,2024-12-01,E000180,B001
2004-04-02,2012-02-15,E000181,B001
2021-12-13,,E000182,B001
2007-06-09,,E000183,B001
2015-02-18,,E000184,B001
2009-08-28,2014-04-15,E000185,B001
2017-04-05,,E000186,B001
2011-10-11,,E000187,B001
2013-10-05,,E000188,B001
2007-10-26,,E000189,B001
2010-10-30,,E000190,B001
1999-09-21,,E000191,B001
2022-07-08,,E000192,B001
2017-11-16,,E000193,B001
2013-09-13,,E000194,B001
2007-10-28,2010-04-21,E000195,B001
2011-02-04,,E000196,B001
2018-07-31,,E000197,B001
2020-08-29,,E000198,B001
2013-06-06,,E000199,B001
2008-10-15,,E000200,B001
2008-02-14,,E000201,B001
2011-11-16,,E000202,B001
2023-12-04,,E000203,B001
2020-11-05,,E000204,B001
2006-07-19,,E000205,B001
2000-11-21,2024-07-04,E000206,B001
2004-03-29,,E000207,B001
2004-06-08,,E000208,B001
1997-12-10,2000-02-13,E000209,B001
2019-02-12,,E000210,B001
1999-10-18,,E000211,B001
2021-06-29,2023-12-29,E000212,B001
2015-12-04,,E000213,B001
2005-03-22,,E000214,B001
1999-06-19,2000-01-03,E000215,B001
2023-07-18,,E000216,B001
2013-07-18,,E000217,B001
1998-04-16,,E000218,B001
2010-08-19,,E000219,B001
2002-05-31,,E000220,B001
2001-08-22,,E000221,B001
2014-09-02,,E000222,B001
2001-10-01,2018-05-09,E000223,B001
2015-12-17,,E000224,B001
1997-02-12,,E000225,B001
1999-06-03,,E000226,B001
2007-10-31,,E000227,B001
2008-04-07,,E000228,B001
2007-10-30,2013-07-07,E000229,B001
2022-02-03,,E000230,B001
2020-01-30,,E000231,B001
2008-08-07,,E000232,B001
1999-02-13,2000-05-31,E000233,B001
1997-04-12,,E000234,B001
2010-03-08,,E000235,B001
2023-04-20,,E000236,B001
2015-09-30,,E000237,B001
2022-08-17,,E000238,B001
2000-12-04,2014-10-17,E000239,B001
2019-07-25,,E000240,B001
2004-03-12,,E000241,B001
1999-08-19,,E000242,B001
2017-01-13,,E000243,B001
1998-09-10,,E000244,B001
1997-04-14,,E000245,B001
2015-06-01,,E000246,B001
2024-04-26,,E000247,B001
2001-12-24,2003-10-22,E000248,B001
2018-11-06,,E000249,B001
1999-08-14,,E000250,B001
1999-03-07,,E000251,B001
1998-12-06,2019-06-06,E000252,B001
2015-11-18,,E000253,B001
2007-04-10,2024-09-25,E000254,B001
1999-07-17,,E000255,B001
2007-05-23,,E000256,B001
1998-08-01,,E000257,B001
2002-01-02,,E000258,B001
2006-03-25,,E000259,B001
2016-04-21,,E000260,B001
2009-10-01,,E000261,B001
2002-11-08,2003-05-14,E000262,B001
2022-08-12,2024-11-22,E000263,B001
2008-03-24,,E000264,B001
2019-12-17,2020-12-27,E000265,B001
2011-08-03,,E000266,B001
2002-12-11,,E000267,B001
2018-01-13,,E000268,B001
2007-08-21,2008-07-16,E000269,B001
2018-04-04,,E000270,B001
2023-01-22,,E000271,B001
2005-05-01,,E000272,B001
2010-04-29,2019-03-01,E000273,B001
2014-09-19,,E000274,B001
2001-11-11,2007-12-21,E000275,B001
2019-12-09,,E000276,B001
2015-03-23,,E000277,B001
2008-08-26,2022-03-22,E000278,B001
2023-03-04,,E000279,B001
2011-08-04,,E000280,B001
2000-01-19,2015-02-02,E000281,B001
2005-07-11,,E000282,B001
2005-06-01,,E000283,B001
2013-04-23,2013-06-29,E000284,B001
2015-11-08,,E000285,B001
2022-09-20,,E000286,B001
1997-08-25,,E000287,B001
1998-08-04,2002-03-28,E000288,B001
2011-06-13,2015-09-28,E000289,B001
2019-07-06,,E000290,B001
2017-02-15,,E000291,B001
2003-11-19,,E000292,B001
2012-09-04,,E000293,B001
2020-12-20,2024-10-12,E000294,B001
2022-09-27,,E000295,B001
2015-10-27,,E000296,B001
2004-12-07,,E000297,B001
2004-10-17,,E000298,B001
2001-06-17,2012-10-24,E000299,B001
2015-09-16,2020-08-25,E000300,B001
2012-03-26,,E000301,B001
2002-05-18,2024-01-17,E000302,B001
2002-05-09,,E000303,B001
2010-07-31,,E000304,B001
2003-10-05,2010-12-28,E000305,B001
2021-06-29,,E000306,B001
2016-06-30,,E000307,B001
2017-12-24,2023-07-22,E000308,B001
2022-09-01,,E000309,B001
1997-07-24,,E000310,B001
2007-07-13,,E000311,B001
2022-01-29,,E000312,B001
2010-08-24,2021-02-18,E000313,B001
2009-06-03,,E000314,B001
2007-04-22,,E000315,B001
2019-01-24,,E000316,B001
2023-03-13,,E000317,B001
2000-12-03,,E000318,B001
1998-06-17,,E000319,B001
2008-05-16,,E000320,B001
2011-09-19,,E000321,B001
2011-05-04,,E000322,B001
2013-05-03,,E000323,B001
2000-11-14,,E000324,B001
2014-06-20,,E000325,B001
2008-08-17,,E000326,B001
2009-01-15,,E000327,B001
2012-06-28,,E000328,B001
2007-10-31,,E000329,B001
2017-04-09,,E000330,B001
2004-07-07,,E000331,B001
1999-05-03,,E000332,B001
2015-06-08,2017-09-09,E000333,B001
2011-03-31,2011-06-27,E000334,B001
1998-11-10,,E000335,B001
2006-03-09,,E000336,B001
2006-07-20,2011-04-11,E000337,B001
2001-06-23,2003-05-29,E000338,B001
2022-10-03,,E000339,B001
2012-06-12,2019-08-08,E000340,B001
2001-04-20,2006-08-09,E000341,B001
2013-03-18,,E000342,B001
2001-01-16,,E000343,B001
2000-12-26,,E000344,B001
2012-03-01,,E000345,B001
2019-10-01,,E000346,B001
2023-08-17,,E000347,B001
2007-12-16,2024-03-05,E000348,B001
2007-02-09,2012-03-05,E000349,B001
2019-07-30,,E000350,B001
2002-04-20,,E000351,B001
2022-05-09,,E000352,B001
2023-11-04,,E000353,B001
1998-08-30,2000-03-20,E000354,B001
2012-03-15,2013-08-16,E000355,B001
2001-04-02,,E000356,B001
2020-08-12,,E000357,B001
2021-10-12,,E000358,B001
2004-05-13,,E000359,B001
2003-04-25,2005-06-23,E000360,B001
2016-04-11,,E000361,B001
2014-02-06,,E000362,B001
2023-10-14,,E000363,B001
2012-11-16,,E000364,B001
1998-09-02,2013-06-02,E000365,B001
2004-03-19,,E000366,B001
2023-01-17,,E000367,B001
2009-04-26,2022-12-25,E000368,B001
1998-06-03,,E000369,B001
2008-05-19,,E000370,B001
2012-09-28,,E000371,B001
2003-03-29,,E000372,B001
2013-01-15,,E000373,B001
2011-10-23,,E000374,B001
1997-09-08,2017-07-12,E000375,B001
2000-02-27,,E000376,B001
1998-05-05,,E000377,B001
2003-02-23,,E000378,B001
2022-09-24,,E000379,B001
2010-12-18,,E000380,B001
2018-12-23,,E000381,B001
2004-02-28,,E000382,B001
2011-05-31,2019-03-22,E000383,B001
2022-11-09,,E000384,B001
2021-07-16,,E000385,B001
2023-12-31,,E000386,B001
2003-02-01,,E000387,B001
1999-11-02,2013-06-28,E000388,B001
2009-07-29,,E000389,B001
2016-08-24,,E000390,B001
2008-05-26,2015-02-04,E000391,B001
2010-03-15,,E000392,B001
2019-04-14,,E000393,B001
2011-06-09,,E000394,B001
2006-04-29,,E000395,B001
2016-02-28,,E000396,B001
2003-05-13,,E000397,B001
2008-10-21,,E000398,B001
2015-04-11,,E000399,B001
2000-03-29,,E000400,B001
2015-02-05,,E000401,B001
2007-01-13,2012-10-02,E000402,B001
2013-11-06,,E000403,B001
2018-07-03,,E000404,B001
2017-01-23,,E000405,B001
2007-12-16,,E000406,B001
2020-02-28,,E000407,B001
2019-03-20,,E000408,B001
2000-07-22,,E000409,B001
2016-02-10,,E000410,B001
2004-10-10,,E000411,B001
2008-10-30,,E000412,B001
2003-12-23,,E000413,B001
1997-12-22,,E000414,B001
2002-11-09,,E000415,B001
2015-12-10,,E000416,B001
2009-03-07,,E000417,B001
2017-09-15,,E000418,B001
2001-09-20,2017-10-01,E000419,B001
2009-10-06,,E000420,B001
2009-10-04,,E000421,B001
1999-03-19,2021-11-26,E000422,B001
1998-08-30,2012-08-27,E000423,B001
1999-07-10,,E000424,B001
2007-10-25,,E000425,B001
2018-09-18,,E000426,B001
2004-05-29,,E000427,B001
1997-09-12,2021-01-01,E000428,B001
2015-06-05,,E000429,B001
2009-01-11,,E000430,B001
2007-05-02,2024-06-14,E000431,B001
2014-10-22,,E000432,B001
1999-03-28,,E000433,B001
2001-05-28,,E000434,B001
2008-05-01,,E000435,B001
2021-04-25,,E000436,B001
2011-08-19,2016-12-18,E000437,B001
2001-07-29,2015-07-26,E000438,B001
2006-03-23,,E000439,B001
2015-03-01,,E000440,B001
2021-07-13,,E000441,B001
2006-09-08,,E000442,B001
2007-11-12,,E000443,B001
2011-04-18,,E000444,B001
1999-07-11,,E000445,B001
2013-11-01,,E000446,B001
2013-08-20,,E000447,B001
2022-07-29,,E000448,B001
1997-11-10,,E000449,B001
2020-04-11,2021-11-01,E000450,B001
1999-03-29,,E000451,B001
2023-11-07,,E000452,B001
2014-02-28,,E000453,B001
2006-05-27,,E000454,B001
2017-09-03,,E000455,B001
2021-03-26,,E000456,B001
2006-02-03,,E000457,B001
2003-03-02,,E000458,B001
2012-01-14,2020-03-07,E000459,B001
1999-11-23,2009-12-11,E000460,B001
2008-03-25,,E000461,B001
2021-04-24,,E000462,B001
2000-02-11,,E000463,B001
2023-05-18,,E000464,B001
2023-03-21,,E000465,B001
2006-06-08,,E000466,B001
2005-08-22,2022-09-27,E000467,B001
2005-08-26,,E000468,B001
2004-09-21,,E000469,B001
2017-06-19,,E000470,B001
2003-01-18,,E000471,B001
2003-08-30,,E000472,B001
2018-06-01,,E000473,B001
2000-01-18,,E000474,B001
2024-08-13,,E000475,B001
2015-10-23,,E000476,B001
2013-10-24,,E000477,B001
2021-05-01,,E000478,B001
2016-06-18,,E000479,B001
2021-01-11,,E000480,B001
2002-03-05,,E000481,B001
2010-01-24,,E000482,B001
2008-02-14,,E000483,B001
2000-07-03,2021-03-08,E000484,B001
2016-07-06,,E000485,B001
2001-01-28,,E000486,B001
2024-03-26,,E000487,B001
2020-06-22,,E000488,B001
2013-03-11,,E000489,B001
2008-04-22,,E000490,B001
2011-01-08,,E000491,B001
2006-12-15,,E000492,B001
2008-03-28,,E000493,B001
2001-05-07,,E000494,B001
2020-07-29,,E000495,B001
2004-02-18,,E000496,B001
2011-07-22,,E000497,B001
2018-07-21,,E000498,B001
2014-04-03,2023-08-29,E000499,B001
2011-11-13,,E000500,B001
2000-09-18,,E000501,B001
2016-03-25,,E000502,B001
1998-01-01,,E000503,B001
2002-08-14,,E000504,B001
2001-09-24,,E000505,B001
2006-08-21,,E000506,B001
2013-06-05,,E000507,B001
2012-01-25,2018-10-16,E000508,B001
2010-11-30,2014-03-26,E000509,B001
2001-11-06,,E000510,B001
2017-09-10,,E000511,B001
2018-12-18,,E000512,B001
2006-11-20,,E000513,B001
2021-01-02,,E000514,B001
2022-04-04,,E000515,B001
2024-08-10,,E000516,B001
2019-09-15,,E000517,B001
1998-09-14,2004-07-28,E000518,B001
2017-10-02,,E000519,B001
2024-12-06,,E000520,B001
2021-10-31,,E000521,B001
2009-04-28,,E000522,B001
2016-02-22,,E000523,B001
2020-05-12,,E000524,B001
2002-07-06,2010-12-08,E000525,B001
2003-08-23,,E000526,B001
2003-05-12,,E000527,B001
2012-08-06,,E000528,B001
2012-12-04,,E000529,B001
2012-04-10,,E000530,B001
2013-02-18,2014-03-06,E000531,B001
2006-07-05,2018-03-14,E000532,B001
2021-07-05,,E000533,B001
2016-03-20,,E000534,B001
1998-08-26,,E000535,B001
1997-03-09,,E000536,B001
2001-01-25,,E000537,B001
1998-08-05,,E000538,B001
2005-12-16,,E000539,B001
1999-04-19,2016-10-19,E000540,B001
1998-10-09,2007-05-17,E000541,B001
2007-08-20,,E000542,B001
1997-07-30,,E000543,B001
2021-12-03,,E000544,B001
2011-12-16,2024-01-21,E000545,B001
2003-04-20,2024-09-22,E000546,B001
2008-08-12,,E000547,B001
2023-12-01,,E000548,B001
2008-10-02,2013-10-11,E000549,B001
2021-08-15,,E000550,B001
2015-12-08,,E000551,B001
2024-10-09,,E000552,B001
2015-02-17,,E000553,B001
2004-09-03,,E000554,B001
2009-10-19,,E000555,B001
2000-06-01,2019-05-28,E000556,B001
2020-06-10,,E000557,B001
2000-06-10,2013-07-02,E000558,B001
2013-05-17,,E000559,B001
1997-03-30,,E000560,B001
2020-12-26,,E000561,B001
2012-12-24,,E000562,B001
2022-01-27,,E000563,B001
2010-12-30,,E000564,B001
2005-01-05,,E000565,B001
2000-08-08,2005-11-30,E000566,B001
2002-09-02,,E000567,B001
2005-11-06,,E000568,B001
2003-10-18,,E000569,B001
2000-02-09,2017-12-10,E000570,B001
2023-10-21,,E000571,B001
2015-03-10,,E000572,B001
2021-07-27,,E000573,B001
2010-12-02,2019-08-11,E000574,B001
2012-05-21,,E000575,B001
2001-01-29,2019-10-21,E000576,B001
2001-04-17,,E000577,B001
2017-11-27,2024-07-24,E000578,B001
2012-10-25,,E000579,B001
2024-10-11,,E000580,B001
2020-06-03,,E000581,B001
2016-12-05,,E000582,B001
2018-08-18,,E000583,B001
2014-11-19,,E000584,B001
2005-05-31,2022-05-24,E000585,B001
1997-05-11,2022-08-10,E000586,B001
2013-05-03,2014-12-03,E000587,B001
2011-08-07,2020-10-04,E000588,B001
2017-10-23,,E000589,B001
1998-02-15,,E000590,B001
2018-11-13,,E000591,B001
2018-07-18,,E000592,B001
2018-12-21,,E000593,B001
2001-03-21,,E000594,B001
2013-01-21,2021-06-16,E000595,B001
2022-08-17,,E000596,B001
2024-04-02,,E000597,B001
2013-02-11,,E000598,B001
2002-07-30,,E000599,B001
2004-07-13,,E000600,B001
2017-09-04,,E000601,B001
1999-03-03,,E000602,B001
2007-06-28,2011-11-16,E000603,B001
2009-09-23,,E000604,B001
1997-11-02,2000-04-27,E000605,B001
2012-06-16,,E000606,B001
2010-05-08,,E000607,B001
1997-03-02,,E000608,B001
2006-11-15,2019-11-30,E000609,B001
2023-04-24,,E000610,B001
2012-10-05,,E000611,B001
2007-07-16,,E000612,B001
2018-03-10,,E000613,B001
2021-09-16,,E000614,B001
2024-04-18,,E000615,B001
2021-05-15,,E000616,B001
1997-03-10,1997-06-16,E000617,B001
2000-05-05,,E000618,B001
2000-06-07,,E000619,B001
2017-09-04,,E000620,B001
1999-04-23,,E000621,B001
2024-03-31,,E000622,B001
2012-02-18,,E000623,B001
2022-08-21,,E000624,B001
1998-01-01,2001-09-12,E000625,B001
1999-10-27,,E000626,B001
2000-12-09,2003-12-05,E000627,B001
2005-03-21,2008-10-28,E000628,B001
2024-03-18,,E000629,B001
1998-01-05,,E000630,B001
2021-12-21,,E000631,B001
2023-06-13,,E000632,B001
1999-11-02,2004-12-11,E000633,B001
2002-10-03,2016-08-12,E000634,B001
2021-03-12,,E000635,B001
2005-09-07,,E000636,B001
2019-02-16,,E000637,B001
2005-05-21,,E000638,B001
2011-03-21,,E000639,B001
1997-11-24,,E000640,B001
1998-12-24,2007-01-04,E000641,B001
2014-12-19,,E000642,B001
1997-11-24,2003-03-28,E000643,B001
2007-08-24,2011-02-18,E000644,B001
2013-08-09,2020-02-08,E000645,B001
2004-07-18,2004-07-24,E000646,B001
2009-10-30,2017-01-25,E000647,B001
2006-02-14,2024-10-19,E000648,B001
2015-04-25,,E000649,B001
2006-11-15,,E000650,B001
2003-10-17,,E000651,B001
2016-08-25,2024-05-05,E000652,B001
2021-03-04,,E000653,B001
2001-07-10,,E000654,B001
2016-01-31,,E000655,B001
2018-09-02,,E000656,B001
1999-04-03,2013-07-03,E000657,B001
2013-01-04,,E000658,B001
2003-02-27,2011-10-21,E000659,B001
2014-12-17,2018-06-29,E000660,B001
2017-07-25,,E000661,B001
1998-10-08,,E000662,B001
2011-12-24,,E000663,B001
2009-05-12,,E000664,B001
2016-02-24,,E000665,B001
2013-11-05,,E000666,B001
2001-02-16,,E000667,B001
2018-10-31,,E000668,B001
2013-11-29,,E000669,B001
2001-02-26,,E000670,B001
2013-06-13,2014-04-09,E000671,B001
2008-01-08,,E000672,B001
2008-05-09,,E000673,B001
2007-03-04,2024-04-06,E000674,B001
2003-12-20,2011-02-20,E000675,B001
2010-12-21,,E000676,B001
2023-03-03,,E000677,B001
2003-06-17,,E000678,B001
2007-08-09,,E000679,B001
2008-05-11,,E000680,B001
1999-01-01,,E000681,B001
1998-08-19,2016-03-15,E000682,B001
2019-07-13,,E000683,B001
2018-12-23,2020-02-06,E000684,B001
2011-06-26,,E000685,B001
2009-12-08,,E000686,B001
2019-01-29,,E000687,B001
2020-07-13,,E000688,B001
2019-09-29,,E000689,B001
2022-08-12,,E000690,B001
2013-10-26,,E000691,B001
2016-12-12,2024-03-14,E000692,B001
2011-06-01,2019-11-12,E000693,B001
2017-07-29,,E000694,B001
2015-05-12,,E000695,B001
2022-04-17,,E000696,B001
2013-06-19,,E000697,B001
1997-11-27,2009-05-15,E000698,B001
2023-10-26,,E000699,B001
2012-01-26,,E000700,B001
2000-06-15,,E000701,B001
2000-04-04,,E000702,B001
2001-11-22,2002-10-28,E000703,B001
2022-11-17,,E000704,B001
2010-09-21,2014-11-11,E000705,B001
1998-05-31,,E000706,B001
2016-05-16,,E000707,B001
2022-01-31,,E000708,B001
2016-07-28,,E000709,B001
2016-11-10,,E000710,B001
2003-01-05,,E000711,B001
2008-08-14,,E000712,B001
2011-11-25,,E000713,B001
2011-11-08,,E000714,B001
2000-11-07,2015-11-23,E000715,B001
2005-06-06,,E000716,B001
2010-02-22,,E000717,B001
2010-12-20,,E000718,B001
2015-07-24,,E000719,B001
1998-09-18,2011-03-21,E000720,B001
2019-09-23,,E000721,B001
2007-02-20,2015-11-02,E000722,B001
2011-03-24,,E000723,B001
2001-12-23,,E000724,B001
2015-09-23,,E000725,B001
2015-06-17,,E000726,B001
2022-06-23,,E000727,B001
2017-05-05,,E000728,B001
2001-10-11,,E000729,B001
2022-07-23,,E000730,B001
2001-01-30,,E000731,B001
2004-05-17,,E000732,B001
2002-10-10,2024-07-27,E000733,B001
2024-02-14,,E000734,B001
2020-11-27,,E000735,B001
1998-10-31,,E000736,B001
2019-12-04,,E000737,B001
2010-10-02,,E000738,B001
2001-12-24,,E000739,B001
2024-01-19,,E000740,B001
2017-09-13,2020-03-02,E000741,B001
2007-09-20,,E000742,B001
1999-01-18,,E000743,B001
2008-06-08,,E000744,B001
1997-03-20,,E000745,B001
2016-02-26,2022-06-26,E000746,B001
2002-10-02,,E000747,B001
2010-01-30,2014-02-20,E000748,B001
2008-05-11,,E000749,B001
2006-03-05,,E000750,B001
2003-09-25,,E000751,B001
2003-11-28,,E000752,B001
1997-04-03,,E000753,B001
2000-01-10,,E000754,B001
2019-10-14,,E000755,B001
2021-05-20,,E000756,B001
2004-01-10,2016-08-25,E000757,B001
2002-02-17,2021-06-24,E000758,B001
2017-02-19,,E000759,B001
2019-06-05,,E000760,B001
2006-07-02,,E000761,B001
2004-07-13,2010-07-10,E000762,B001
2011-02-28,,E000763,B001
2018-12-30,,E000764,B001
2024-11-09,,E000765,B001
2022-03-10,,E000766,B001
2023-11-04,,E000767,B001
2007-01-18,,E000768,B001
2001-07-29,,E000769,B001
2020-10-26,,E000770,B001
2007-04-28,2023-08-26,E000771,B001
1998-05-08,,E000772,B001
2023-06-10,,E000773,B001
2003-01-02,,E000774,B001
2004-12-16,,E000775,B001
2005-08-09,2008-12-10,E000776,B001
1998-03-21,2008-09-17,E000777,B001
2020-09-29,,E000778,B001
2022-12-13,,E000779,B001
2016-09-24,,E000780,B001
2008-09-19,,E000781,B001
2008-01-05,2016-03-05,E000782,B001
2010-04-02,,E000783,B001
2013-03-12,2024-08-13,E000784,B001
2020-10-17,,E000785,B001
2014-07-20,,E000786,B001
2017-03-15,,E000787,B001
2007-02-01,,E000788,B001
2010-07-21,2014-10-21,E000789,B001
2017-05-29,,E000790,B001
2011-05-24,,E000791,B001
2005-08-21,,E000792,B001
2020-02-08,,E000793,B001
1998-04-12,2022-08-15,E000794,B001
2012-07-10,,E000795,B001
2002-08-09,2024-10-14,E000796,B001
2001-09-21,,E000797,B001
2021-11-02,,E000798,B001
2021-11-04,,E000799,B001
2009-02-26,,E000800,B001
2018-07-19,,E000801,B001
2023-12-13,,E000802,B001
2022-01-09,2023-02-11,E000803,B001
1997-10-08,,E000804,B001
1997-04-24,,E000805,B001
2012-01-20,2017-03-02,E000806,B001
1999-10-18,,E000807,B001
2008-12-11,,E000808,B001
2015-04-06,,E000809,B001
2015-09-30,,E000810,B001
2010-06-03,,E000811,B001
2004-03-30,,E000812,B001
2000-08-25,2005-05-23,E000813,B001
2016-12-27,,E000814,B001
2004-06-15,2009-12-08,E000815,B001
2017-04-27,,E000816,B001
2003-03-13,,E000817,B001
2006-05-15,,E000818,B001
2022-11-27,,E000819,B001
2011-06-25,,E000820,B001
2002-02-05,,E000821,B001
2016-12-02,,E000822,B001
2002-09-21,,E000823,B001
2006-06-13,,E000824,B001
2017-01-02,,E000825,B001
2010-04-26,,E000826,B001
2018-06-03,,E000827,B001
1999-12-08,2008-04-02,E000828,B001
2015-01-09,,E000829,B001
2020-07-30,,E000830,B001
2009-03-20,,E000831,B001
2023-02-19,,E000832,B001
2001-06-28,2012-08-23,E000833,B001
2020-04-25,,E000834,B001
2013-11-24,2018-08-12,E000835,B001
2018-03-03,,E000836,B001
2018-10-01,,E000837,B001
1997-12-14,2011-02-22,E000838,B001
2021-08-12,,E000839,B001
2019-07-28,,E000840,B001
2011-01-16,,E000841,B001
2013-10-09,2014-09-18,E000842,B001
2017-10-01,,E000843,B001
1998-01-27,,E000844,B001
2020-10-02,,E000845,B001
2007-07-27,,E000846,B001
1999-08-18,,E000847,B001
2021-11-21,,E000848,B001
2017-07-26,,E000849,B001
2011-06-11,,E000850,B001
2002-07-12,,E000851,B001
2015-04-25,2024-11-25,E000852,B001
1999-10-17,2012-01-07,E000853,B001
1999-10-07,,E000854,B001
2012-11-02,2021-04-22,E000855,B001
2004-06-28,2008-10-06,E000856,B001
2009-10-15,2019-09-16,E000857,B001
2021-08-12,,E000858,B001
